artist,song,link,text
Phineas And Ferb,Busted,/p/phineas+and+ferb/busted_20733485.html,"I can see the things you doing
And you think that I'm naive
But when I get the goods on you
She'll finally believe

She says it's all just drama
But every bubble's got to pop
She's gonna see just what your doing

And then you're finally gonna have to stop!
Don't think you're gonna win this time
'Cause you better believe I'm gonna drop a dime
On you

I'll get ya! Yeah! I'll get ya!
And when I do you're gonna be Busted!
Busted!
I don't wanna put the hurt on you
But you better believe me when I tell you
That I finally got the dirt on you

You're busted! (busted!)
Yeah, she's finally gonna see the light
This is how it's gonna be
When she finds out that I was always right

You're busted!

There's a new cop on the beat
And I'm bringing down the heat
My eyes are wide to all your lies, cause you're not that discreet
And I don't care what you've heard
'Cause there's one six letter word
It's gonna set me free
(Gonna set me free)
It starts with a b
(Starts with a b)
It goes B-you-S-T-E-D you are busted!

I don't wanna put the hurt on you
But you better believe me when I tell you
That I finally got the dirt on you
You're busted
[Think you're gonna win this time]
Yeah, she's finally gonna see the light
[Drop a dime on you]
This is how it's gonna be
When she finds out that I was always right

You're busted!"
Phineas And Ferb,Busted (Ending Credits),/p/phineas+and+ferb/busted+ending+credits_20956882.html,"There's a new cop on the beat
And I'm bringing down the heat
My eyes are wise to all your lies
Cause' your not that discreet

And I don't care what you've heard.
Cause' there's one 6 letter word

It's gonna set me free

Gonna set me free!

Starts with the B

Starts with a B!

It's B. You. S. T. E. D
You are busted!"
Phineas And Ferb,Candace,/p/phineas+and+ferb/candace_20765060.html,"(La x19)
Who's that girl going down the street it's Candace! (Candace)
She's the girl next door who is a pop diva by day and
A Hollywood bad girl by night crossed with an old school glamor goddess
I'd like to meet!
It's Candace! (Candace)
(La x19)"
Phineas And Ferb,Carpe Diem,/p/phineas+and+ferb/carpe+diem_20912098.html,"Phineas: Well we hope you all enjoyed the show
Hope it was not anti-climatic
Now there's something we want you to know
And we don't want to sound didactic
Phineas and entire cast: But if there's one thing we
Can say
I know it sounds a bit clichй
There's no such thing
As just an ordinary day

And you don't have to build a roller coaster
To find your own way to make the most of
These days of summer
And dance to the beat of a different drummer
Just grab those opportunities when you see 'em
'Cause every day's a brand new day, you gotta Carpe
Diem

Fireside Girls: Ooh-ooh-ooh-ooh...

(Kenny Ortega interruption)
Entire cast: And you don't have to build a roller
Coaster
To find your own way to make the most of
Every minute
No more waiting for the right time, you're in it
Just grab those opportunities when you see 'em
'Cause every day's a brand new day, baby, carpe diem
Martians: Ooh-ooh-ooh-ooh...
Santa, Blay'n, Clewn't, Agents: Ooh
Love Hдndel: Every day's a brand new day, baby, carpe
Diem
Ba-dink-a-dinks: Ooh-ooh-ooh-ooh...
Professor Destructicon, The Regurgitator and entire
Cast: Every day's a brand new day
Haney and entire cast: Baby, carpe diem
Agents: Ooh-ooh-ooh-ooh...
All: Every day's a brand new day
Carpe diem"
Phineas And Ferb,Chains On Me,/p/phineas+and+ferb/chains+on+me_20818981.html,"I woke up this mornin', and the world was gray.
Haven't seen the sun since they hauled me away.
The boss man says there's no use in tryin',
He won't let me color outside of the lines.

Got these chains on me,
And, they're draggin' me down.
Got these chains on me,
Hear that clankin' sound?
Got these chains on me,
Mister, hear my song.
Don't say imagination is morally wrong.

Mm-hmm-hmm
Drink of water, boss?

As long as I've been here I got nothin' to show,
Try to make somethin' but the boss says no
Wanna be creative but the man won't hear it
That big boss man is tryin' to crush my spirit

Got these chains on me,
They won't let me fly
Got these chains on me,
Won't tell me why
Got these chains on me
Mister, hear my song.
Don't say imagination is morally wrong
No, they won't let us dance or bang that gong,
'Cause they say imagination is morally wrong!"
Phineas And Ferb,Christmas is Starting Now,/p/phineas+and+ferb/christmas+is+starting+now_20898661.html,"Grab some holly and mistletoe
'Cause we're gonna go out tonight.
We're gonna bask in the electric glow
Of a billion little colored lights.
We've got a lot to do, before the dawn
So with a minimum of introspection,
I think you've better put your mittens on
Shake your jingle bell in my direction

Sometimes I feel like a big snowman
That's fallen under a plow.
But tonight I'm on top of the world
We're gonna bring it around somehow.

Christmas is starting now!
Oh yeah!
Christmas is starting now.
That's right, Christmas is starting now.
Oh yeah."
Phineas And Ferb,Come Home Perry,/p/phineas+and+ferb/come+home+perry_20873122.html,"Perry
You know you are a boys best friend
Your more than just a passing trend
Your like a treat from a candy store
Oh Perry
We love you more than ice cream cakes
We love you more than bugs and snakes
We love you more than all things mentioned before
Oh Perry
Your extraordinary
Your kinda short and hairy
The color of a blueberry
Yes Perry
So come home Perry
Come home perry
Come home

Oh perry
I think it's kind of scary
I can't find you anywhere-y
It fills me with despair-y
Oh Perry
I'm allergic to dairy
I'm gonna move to the Prairy
And change my name to Larry

She'll change her name to Larry
So come home Perry
Come home Perry
Come home
So come home Perry
Come home Perry
Come home

Come home Perry
Come home"
Phineas And Ferb,Curtain Call/Time Spent Together,/p/phineas+and+ferb/curtain+calltime+spent+together_21119305.html,"Summer is done,
And we've had our fun,
But this isn't the end of our story.

So for nostalgia's sake,
Let's just take a break.
Sit back and take inventory.

We've done so many wondrous things
And there's still so much to do,
But I make the most of every day
Whenever I'm with you.

Because...

It's not about the summer sun
Or even all the things we've done.
It's not about the change in the weather.
It's just about the time we spend
With our family and with our friends.
It's just about the time spent together.

It's just about the time,
Not the weather,
It's just about the time
Spent together...

It started real simple with a cool rollercoaster,
An awesome beach party, then we raced stock cars.
We were one-hit wonders with a big hit song,
And in a special two-parter, we sent Candace to Mars.
We built tree house robots, hunted bigfoot and a mummy,
Got the band back together and our parents, too.
When my brothers got busted, it was only a dream!
But who had that dream, was it Perry or you?
Actually, I think my dream wasinside of Perry's dream.
My mind is blown.

There's been 104 days of summer vacation,
We've had a lot of fun, and sung a lot of songs,
So now it's time for a big celebration
'Cause it's been a great summer
And we thank you for comin' along!

Thank you for comin' along!
Thank you for comin' along!

I'm six foot two, and I fight a little platypus!
Ya think I'd be victorious just every now and then.
I've had a whole lot of schemes and a lot of inators!
But I failed...
Over and over and
Over and over
And over and over again!
Aw, but it was fun, though.

We spent a day fighting pharmaceutical zombies,
Would've solved cold-fusion but did fashion instead.
We met Klimpaloon and Meap and the Lake Nose Monster
But we're still baffled by the Giant Floating Baby Head.
We played Hockey Z-9 and Football X-7,
We went 'round the world and to thevery edge of space.
We met our doppelgängers in the second dimension.
Isabella kissed me but I got my mind erased...
Wait, what?
You just wait 10 years.

There's been a hundred and four days of summer vacation
We've had a lot of fun, and sung a lot of songs,
So we think it's time for a big celebration
And it's been a great summer,
So we thank you for comin' along!

Thank you for comin' along!
Thank you for comin' along!
Thank you for comin' along!
Thank you for comin' along!

Anyone want some pie?
Yes. Yes we do.

It's just about the time
We spent together,
It's just about the time
We spent together...

With you.

Report a problem"
Phineas And Ferb,Danny's Story,/p/phineas+and+ferb/dannys+story_20750303.html,"When I was a boy down in South Illinois
I heard a man playing blues what a wonderful noise.
He had an old guitar but not a dollar to his name.
Making music so sad but he was happy just the same.
He gave me a wink and said son let me share the news.
If you want a happy life you've got to learn to sing the blues.
I asked my daddy for a guitar I begged and I plead.
I said I wanted to play the blues and he just nodded his head.
Daddy said when he was my age boogy-woogy was the thing.
Just take the blues a round trip and add a little swing.
Music has the power that without it he'd have sworn that he'd have never had met my mom and I wouldn't have been born.
So what's this?
This is psychedelia
It's where the guitar solo came from
No I mean what with all the colors
I have no idea

I kept learning all the powers my guitar had
I made it go walka-walka till it was so good it was bad.
Just make a face and stomp that bass you can make that rhythm pump.
So this is the blues just in a way that makes you want to shake your rump.
I can make you clap your hands. I can make you do a dance.
If you want to shake your booty my friend you've got to give the funk a chance.

Metal!
Pound your fist in the air!
Metal!
Wave your head full of hair!
It's crunchy and it's nasty full of bad attitude.
Your parents will think you're crazy!
Your neighbors will think you're rude!
Believe it or not it's all the blues again!
You just add a little fuss and turn your amp up to ten!
Music has the power to change your life forever!"
Phineas And Ferb,Danville Is Very Nice,/p/phineas+and+ferb/danville+is+very+nice_20864527.html,"Everybody's sayin' we're naughty.
It's gettin' really hard to take.
So we've come to let the whole world know
There must've been a mistake.

So if Santa and his elves can here us,
We hope we've been clear and concise.
In the verses vice versus us,
Vice versa: us versus vise!

Danville is very nice!
Santa please, check your list more than twice!
Guaranteed!
Danville is very nice!
Santa please, check your list more than twice!"
Phineas And Ferb,Disco Minature Golfing Queen,/p/phineas+and+ferb/disco+minature+golfing+queen_20754110.html,"Stepping on the greens in her designer jeans
She's a disco miniature golfing queen
Wearing plenty sequins she can make a scene
She's a disco miniature golfing queen
Like a picture from a disco golf magazine
With her putter she's a hole in one machine
She can dance and sing and really shake her thing
She's a disco miniature golfing queen
She's a disco miniature golfing queen"
Phineas And Ferb,Do-Nothing Day,/p/phineas+and+ferb/do+nothing+day_20750358.html,"Beautiful
Kind
And gentle
And loving
And softness
And sweetness
And candy
And gum

Peppermint
And pink flowers
And bunnies
And happy songs we can all hum
Draw a smiley face on the sun
It's fun

Slow down and look around you (All around)
Throw your to do list away,
The clouds look like sheep and vice versa
On a do nothing day (on a do nothing day)
On do nothing day.

Sunshine
Cuddles
And puppies
Wet noses
And safety
And laughter
And skip to and fro

Holding hands
Cherry snocones
And rainbows
And no place where we have to go
So we're just gonna go with the flow
Well you know

Slow down and look around you (All around)
Throw your to do list away
The clouds look like sheep and vice versa
On a do nothing day (On a do nothing day)
Our do nothing daaaay"
Phineas And Ferb,Doofenhmirtz Rap,/p/phineas+and+ferb/doofenhmirtz+rap_20995070.html,"Doofenshmirtz
Doofenshmirtz Rap

This is the Dofenshmirtz Rap

Doofenshmirtz Doofenshmirtz
Curse you Perry The Platypus

Oh yeah Doofenshmirtz

Curse you Perry The Platypus
Curse you Perry The Platypus

Yes Doofenshmirtz"
Phineas And Ferb,Everything's Better With Perry,/p/phineas+and+ferb/everythings+better+with+perry_21094197.html,"[Verse 1]
We consider every day a plus
To spend it with a platypus
We're always so ecstatic
'Cause he's semi aquatic
Our Ornithorhynchus anatinus
Brings smiles to the both of us
Life's never fuddie duddy
With our webfooted buddy
When we're brushing our teeth, It's better
Tying our shoes, It's better
Combing our hair, It's better
Like we're a cheese sandwich and he's the cheddar
Blinking our eyes, It's better
Breathing in and out, It's better
Sitting in a chair, It's better
And taking a bath is just a little bit wetter

[Pre-Chorus]
Every day is such a dream
When you start it with a monotreme
He's duckbilled and he's beaver tailed and hairy

[Chorus]
Everything's better with Perry
(Everything's better with Perry)
Everything's better with Perry
(Everything's better with Perry)
Everything's better with Perry
(Everything's better with Perry)
Everything's better and we
Just want to tell you Perry
Everything's better with you."
Phineas And Ferb,Evil Boys,/p/phineas+and+ferb/evil+boys_20734403.html,"Those boys are always up to something,
And it's bringing me to tears cause,
Just before you get home it always just magically disappears.

*Chorus*
Those boys are evil,
But before you get home they somehow always clean up the mess,
Those boys are evil,
Let me spell out for you mom,
E. V. I. L. B. O. Y. S.

They built a roller-coaster,
And a beach in the backyard,
Drove cattle through the city,
And messed up the boulevard,
They took me back in time when we went to that museum,
They built 50 feet tree house robots,
But still you didn't see them.

*Chorus*
Those boys are evil,
Those crazy shenanigans caused me all kinds of distress,
Those boys are evil,
Sing it with me,
(E. V. I. L. B. O. Y. S).

I know you think they're saints,
But momma I'm here to tell,
Those B. O. Y. S they're just E. V. I. L,
Those boys are evil,
They're makin' me feel like my head is in hydrolic press,
And that don't feel too good,
Those boys are evil,
Everybody,
(E. V. I. L. B. O. Y. S),
That's what I'm talkin' about,
E. V. I. L. B. O. Y. S,
That's right those boys are, evil little boys!"
Phineas And Ferb,Evil Love,/p/phineas+and+ferb/evil+love_20846476.html,"(Whistle)
Dr. D: Love was once a crazy dream.
Girl: Now it's my new evil scheme, and I'm as happy as can be.

Both: It's the age-old story how an evil boy, meets an evil girl. We've got a love strong enough to rule the whole wide world. We both maniacally laugh, at all the same stuff. I got my other half yes, I got an evil love.

Dr. D: When our robot armies march,
Girl: To the beating of our hearts. And I'm as happy as can be.

Both: It's the age-old story how an evil boy, meets an evil girl. We've got a love strong enough to rule the whole wide world. We both maniacally laugh, at all the same stuff. You can't foil a plan that's built upon evil loooveee!

Dr. D: evil loveeee!

Girl: ooh... Hoo!"
Phineas And Ferb,Extraordinary,/p/phineas+and+ferb/extraordinary_21086945.html,"[Verse:]
I want to be extraordinary
Not just extra-ordinary
It seems like everywhere I see
People far more interesting than me
I know the changes kinda scary
But maybe I should try to vary

[Hook:]
Some minor details
A small degree
A slightly different version of me

[Chorus:]
Well I could learn to cook vegetarian
Or take fashion workshop
Meditate, calculate
Learn to knit a tank top

Yoga, hula
Clogging, jogging
Walking on a tight rope
Take a correspondence course
And learn to make my own soap

Jumping on a pogo stick
Standing in a wheat field
Going on a snipe hunt
Gonna keeps my eyes peeled
Take a little time to really decorate my door
And change my hair to black and then I'll dye it back orange

Underwater taxidermy
Shopping for a suitcase
Peeling tangerines while placing second in a sack race

Lion taming, online gaming
Try'n to win a prize fight
Appear in a talk show
Dress-up like a water sprite

Yeah!
I'm gonna be extraordinary
I'm gonna stand out from the crowd
And shout out loud
You'll see
That it's a brand new me!!"
Phineas And Ferb,F-Games,/p/phineas+and+ferb/f+games_20456440.html,"Na-na na-na na
Na-na na-na na
Na-na na-na na, na na na na na-na

Na-na na-na na
Na-na na-na na
Na-na na-na na, na na na na na-na

Don't wanna hear no smack talk.
You wanna call your mama, here's the dime.
It's time to walk the walk walk.
You got a reputation on the line. So get your game on, 
Or else it's shame on you.

Gimme an ""F""! (F! )
Gimme an ""F""! F Games! 
Are you a contender... 
Gimme an ""F""! (F! )
Gimme an ""F""! F Games! 
In the battle of the genders! 

Na-na na-na na
Na-na na-na na (Yeah)
Na-na na-na na, na na na na na-na

Na-na na-na na
Na-na na-na na (F-Games)
Na-na na na na, na na na na na-na"
Phineas And Ferb,Fabulous,/p/phineas+and+ferb/fabulous_20747439.html,"I don't need to tell ya what you already know,
You're the one with style, you're the whole darn show,
The other guys play their instruments fine,
But next to you their looks are a crime.

Well they say true beauty it comes from within,
But your have to be comfortable in your on skin,
So I exfoliate with this exotic cream,
Just look at me, I look like a dream!

You're the one, yes you're the star
We need you back on bass guitar
You're Fabulous (I'm Fabulous!)
You're Fabulous (I'm fabulous!)
You're the one we all can see, it's all about you (it's all about me!)
You're Fabulous (I'm Fabulous!)
You're fabulous (I'm Fabulous!)

Now no two people are like each other
So don't be a look-a-like copying another
Unless of course you're copying me!
Because that gives you individuality!

Nice do! But back to the matter at hand
So what do you say?
Are you back in the band?

Well maybe if I can find my old leather!
Dude! We're gettin the band back together!

You're the one who sets the bar
Your hairdo king, the fashion star
You're fabulous (I'm fabulous)
You're fabulous (ooh I'm fabulous)
You're the one we all can see, it's all about you
(It's all about me!)
You're Fabulous (I'm Fabulous)
You're Fabulous (I'm Fabulous)"
Phineas And Ferb,Flying Fishmonger,/p/phineas+and+ferb/flying+fishmonger_20750354.html,"Holy Holy Mackerel (4x)
He's bald on top
He's got an artificial hip
He's gonna take a hop
He's gonna take a trip
He's weak in the knees
And he can't find his keys
But put your hands together
Cause he's here to please
He's a Flying Fishmonger (Flying Fishmonger)
He's a Flying Fishmonger (Death-defying wonder)
He's a Flying Fishmonger with nerves of steel
He's got an old bundle motor
And a pair of wheels"
